anzahl;vorname;geschlecht;position
1;Kaja;w;1
1;Lucifer;m;1
1;Karina;w;1
1;Ludwig;m;1
1;Karolina;w;1
1;Lysander;m;1
1;Katharina;w;1
1;Maddox;m;1
1;Khanh;w;1
1;Mads;m;1
1;Kiara;w;1
1;Magnus;m;1
1;Kira;w;1
1;Mahdi;m;1
1;Klea;w;1
1;Mahmud;m;1
1;Kornelia;w;1
1;Mailk;m;1
1;Kristina;w;1
1;Malek;m;1
1;Kyleena;w;1
1;Maley;m;1
1;Lamar;w;1
1;Maliek;m;1
1;Lamija;w;1
1;Manuel;m;1
1;Lamya;w;1
1;Marco;m;1
1;Lana;w;1
1;Marek;m;1
1;Laouratu;w;1
1;Marius;m;1
1;Lara-Sophie;w;1
1;Marko;m;1
1;Lavin;w;1
1;Markus;m;1
1;Lea-Mai;w;1
1;Marlo;m;1
1;Lea-Sofie;w;1
1;Marty;m;1
1;Lea-Sophie;w;1
1;Marvellous;m;1
1;Leah;w;1
1;Marvin;m;1
1;Leah-Sophie;w;1
1;Masi;m;1
1;Leandra;w;1
1;Massin;m;1
1;Ledeyna;w;1
1;Matheo;m;1
1;Lejla;w;1
1;Mathis;m;1
1;Lene;w;1
1;Mehdi;m;1
1;Lennja;w;1
1;Mehmed;m;1
1;Lennya;w;1
1;Mehmet;m;1
1;Leny;w;1
1;Mehsen;m;1
1;Leona;w;1
1;Melih;m;1
1;Leonora;w;1
1;Memet;m;1
1;Letizia-Mia;w;1
1;Mert;m;1
1;Levina;w;1
1;Michel;m;1
1;Levke;w;1
1;Mick;m;1
1;Liah;w;1
1;Mikus;m;1
1;Liana;w;1
1;Milad;m;1
1;Lilith;w;1
1;Milan-Florian;m;1
1;Lillja;w;1
1;Milano-Louis;m;1
1;Lilly-Sophie;w;1
1;Milian;m;1
1;Linay-Havin;w;1
1;Miljan-Luan;m;1
1;Linda;w;1
1;Milo;m;1
1;Linn;w;1
1;Milo-Noel;m;1
1;Lisa-Marie;w;1
1;Milot;m;1
1;Livia;w;1
1;Milow;m;1
1;Liya-Enisa;w;1
1;Mirac;m;1
1;Liyah;w;1
1;Miraz;m;1
1;Liz;w;1
1;Mirhat;m;1
1;Lobelia;w;1
1;Miro;m;1
1;Lola;w;1
1;Mirza-Yasin;m;1
1;Lorena;w;1
1;Mohamad;m;1
1;Lorene;w;1
1;Mohamed;m;1
1;Lotta-Mia;w;1
1;Mohammed-Amin;m;1
1;Lotta-Viktoria;w;1
1;Moreno;m;1
1;Lotte;w;1
1;Morten;m;1
1;Lou;w;1
1;Muhammad;m;1
1;Lou-Ann;w;1
1;Muhammed-Sami;m;1
1;Loua;w;1
1;Muhammet;m;1
1;Louane;w;1
1;Muhannad;m;1
1;Louange;w;1
1;Mustaf;m;1
1;Louise;w;1
1;Nathan;m;1
1;Luna-Marie;w;1
1;Nero;m;1
1;Lyanne;w;1
1;Nevio;m;1
1;Lydia;w;1
1;Niam;m;1
1;Lynn;w;1
1;Nico;m;1
1;Mada;w;1
1;Nikita;m;1
1;Madeleine;w;1
1;Nikolai;m;1
1;Madleen;w;1
1;Nikolas;m;1
1;Maha;w;1
1;Nilay;m;1
1;Maila;w;1
1;Nils;m;1
1;Maja-Summer;w;1
1;Nojus;m;1
1;Mala;w;1
1;Nordin;m;1
1;Malak;w;1
1;Norik;m;1
1;Malena;w;1
1;Odin;m;1
1;Malija;w;1
1;Okan;m;1
1;Malika;w;1
1;Olis;m;1
1;Malisa;w;1
1;Omer;m;1
1;Maly;w;1
1;Onur;m;1
1;Manolya;w;1
1;Ousman;m;1
1;Mantra;w;1
1;Pascal;m;1
1;Mareike;w;1
1;Peshmerga;m;1
1;Maria;w;1
1;Petar;m;1
1;Mariel;w;1
1;Poyraz;m;1
1;Marike;w;1
1;Quentin;m;1
1;Marin;w;1
1;Raduan;m;1
1;Marina;w;1
1;Rafael;m;1
1;Marla;w;1
1;Raman;m;1
1;Marla-Elisa;w;1
1;Ramon;m;1
1;Maroa;w;1
1;Raul;m;1
1;Masal;w;1
1;Rean;m;1
1;Mathea;w;1
1;Remi;m;1
1;Mavie-Antonia;w;1
1;Resul;m;1
1;Mayla;w;1
1;Rijk;m;1
1;Mckayla;w;1
1;Riththeesh;m;1
1;Melia;w;1
1;Roberts;m;1
1;Melisa;w;1
1;Roshat;m;1
1;Meltem;w;1
1;Ruben;m;1
1;Meryem;w;1
1;Rudresh;m;1
1;Meta;w;1
1;Ryan;m;1
1;Meyra;w;1
1;Sadik;m;1
1;Mia-Amelie;w;1
1;Said;m;1
1;Mia-Sophie;w;1
1;Saihou;m;1
1;Michelle;w;1
1;Sakaria;m;1
1;Mika;w;1
1;Samarpreet;m;1
1;Mila-Sophie;w;1
1;Samedin;m;1
1;Milan;w;1
1;Samiele-Maxim;m;1
1;Miley;w;1
1;Samis;m;1
1;Milheme;w;1
1;Sammy;m;1
1;Minel;w;1
1;Samuel-Peter;m;1
1;Miral;w;1
1;Samy;m;1
1;Miriam;w;1
1;Sanji;m;1
1;Mirna;w;1
1;Santi;m;1
1;Misam;w;1
1;Santino;m;1
1;Mischa;w;1
1;Sarp;m;1
1;Mohamed;w;1
1;Scott;m;1
1;Mona;w;1
1;Selahattin;m;1
1;Muntaha;w;1
1;Selcuk;m;1
1;Nabi;w;1
1;Semin;m;1
1;Nadia;w;1
1;Senadin;m;1
1;Nadja;w;1
1;Seyyid;m;1
1;Naelle;w;1
1;Shajan;m;1
1;Nardos;w;1
1;Shani;m;1
1;Nastiin;w;1
1;Silas;m;1
1;Nazlı;w;1
1;Simeon;m;1
1;Nejla;w;1
1;Simon;m;1
1;Nejra;w;1
1;Siraç;m;1
1;Nermin;w;1
1;Smbat;m;1
1;Nesrin;w;1
1;Soner;m;1
1;Neyla;w;1
1;Stefan;m;1
1;Nica;w;1
1;Sulejmani;m;1
1;Nihan;w;1
1;Sven;m;1
1;Nikoleta;w;1
1;Sydney;m;1
1;Nikoletta;w;1
1;Taha;m;1
1;Nilay;w;1
1;Taim;m;1
1;Nilda;w;1
1;Tamino;m;1
1;Nilgün;w;1
1;Tarık;m;1
1;Nina;w;1
1;Tarik;m;1
1;Nischtman;w;1
1;Tayo;m;1
1;Nissa;w;1
1;Thore;m;1
1;Nour;w;1
1;Thyler;m;1
1;Nourhan;w;1
1;Tiago;m;1
1;Nujin;w;1
1;Timothy;m;1
1;Nupel;w;1
1;Titus;m;1
1;Nurije;w;1
1;Tobias;m;1
1;Nuschin;w;1
1;Tommy;m;1
1;Ola;w;1
1;Toni;m;1
1;Olivia;w;1
1;Tunahan;m;1
1;Oliwia;w;1
1;Ulukaan;m;1
1;Ophelia;w;1
1;Vinzent;m;1
1;Palina;w;1
1;Visent;m;1
1;Pepper;w;1
1;Vito;m;1
1;Pina;w;1
1;Ward;m;1
1;Precious;w;1
1;Willi;m;1
1;Princess;w;1
1;Yakub;m;1
1;Rabija;w;1
1;Yamen;m;1
1;Rachelle;w;1
1;Yannic;m;1
1;Radmila;w;1
1;Yannik;m;1
1;Rania;w;1
1;Yavuz;m;1
1;Raquel;w;1
1;Yogith;m;1
1;Ravzanur;w;1
1;Yonah;m;1
1;Rayan;w;1
1;Younis;m;1
1;Raymonde;w;1
1;Yunus;m;1
1;Reyhan;w;1
1;Yunus-Emre;m;1
1;Rolin;w;1
1;Yven;m;1
1;Romayssa;w;1
1;Zakaria;m;1
1;Rosalie;w;1
1;Özgür;m;1
1;Rosalin;w;1
1;Roschwin;w;1
1;Rosi;w;1
1;Roslin;w;1
1;Rossel;w;1
1;Roumaisa;w;1
1;Rubina;w;1
1;Ruhama;w;1
1;Rukana;w;1
1;Rukaya;w;1
1;Rukiye;w;1
1;Sahra-Liya;w;1
1;Saliha;w;1
1;Samantha;w;1
1;Samira;w;1
1;Santija;w;1
1;Sarya;w;1
1;Saskia;w;1
1;Scarlett;w;1
1;Schame;w;1
1;Schems;w;1
1;Selina;w;1
1;Selinda;w;1
1;Senta;w;1
1;Seydina;w;1
1;Seyfudin;w;1
1;Seyma;w;1
1;Shaya;w;1
1;Shilan;w;1
1;Sibel;w;1
1;Silan;w;1
1;Simav;w;1
1;Sina;w;1
1;Sinem;w;1
1;Sinje;w;1
1;Sinor;w;1
1;Sivasini;w;1
1;Slavica;w;1
1;Soey;w;1
1;Sonja;w;1
1;Sora;w;1
1;Suhela;w;1
1;Sultana;w;1
1;Sumeja;w;1
1;Sureyya;w;1
1;Sóley;w;1
1;Tarteel;w;1
1;Tiana;w;1
1;Tilla;w;1
1;Tipmanee;w;1
1;Toyah;w;1
1;Tuana;w;1
1;Tuana-Asel;w;1
1;Valea;w;1
1;Valentina;w;1
1;Vanesa;w;1
1;Vera;w;1
1;Victoria;w;1
1;Viktorija;w;1
1;Viola;w;1
1;Violetta;w;1
1;Vivien;w;1
1;Walda;w;1
1;Wiktoria;w;1
1;Yade;w;1
1;Yagmur;w;1
1;Yamira;w;1
1;Yasmin;w;1
1;Ylvi;w;1
1;Ynessah;w;1
1;Yomna;w;1
1;Zainab-Sultan;w;1
1;Zara;w;1
1;Zeyneb;w;1
1;Zylejha;w;1
1;Züleyha;w;1
1;Zümra;w;1
1;Şeyma;w;1
