anzahl;vorname;geschlecht;position
1;Junaid;m;1
1;Kübra;w;1
1;Juri;m;1
1;Lamis;w;1
1;Kacper;m;1
1;Lamiya;w;1
1;Kaeuan;m;1
1;Lawa;w;1
1;Kai;m;1
1;Laya;w;1
1;Kamil;m;1
1;Layana;w;1
1;Kasimir;m;1
1;Leana;w;1
1;Kemal;m;1
1;Leandra;w;1
1;Kerim;m;1
1;Leia;w;1
1;Khaled;m;1
1;Lejla;w;1
1;Khayre;m;1
1;Lene;w;1
1;Klaas;m;1
1;Lenia;w;1
1;Kristian;m;1
1;Lenya;w;1
1;Kuba;m;1
1;Leona;w;1
1;Kubilay;m;1
1;Leya;w;1
1;Kuzey-Eren;m;1
1;Leyla-Sophie;w;1
1;Kylian;m;1
1;Lia-Amelie;w;1
1;Kyran;m;1
1;Liabell;w;1
1;Laith;m;1
1;Lian;w;1
1;Larus;m;1
1;Liane;w;1
1;Lasse;m;1
1;Lilia;w;1
1;Lawien;m;1
1;Liliana;w;1
1;Lazar;m;1
1;Limar;w;1
1;Leano;m;1
1;Lin;w;1
1;Leart;m;1
1;Lina-Marie;w;1
1;Leeroy;m;1
1;Linnea;w;1
1;Leif;m;1
1;Lisa-Marie;w;1
1;Len;m;1
1;Liua;w;1
1;Lennox;m;1
1;Liva;w;1
1;Lenny;m;1
1;Liya-Lavin;w;1
1;Leno;m;1
1;Liza;w;1
1;Leo-Maximilian;m;1
1;Lola;w;1
1;Leo-Noel;m;1
1;Lorinda;w;1
1;Leroy;m;1
1;Lotte;w;1
1;Leve;m;1
1;Lou;w;1
1;Lewent;m;1
1;Louanne;w;1
1;Leyan;m;1
1;Lucy;w;1
1;León;m;1
1;Luna-Amalia;w;1
1;Liam-Charly;m;1
1;Lydia;w;1
1;Lias;m;1
1;Lynn;w;1
1;Lineo;m;1
1;Magerita;w;1
1;Lorenz;m;1
1;Maike;w;1
1;Lorik;m;1
1;Malak;w;1
1;Lou;m;1
1;Manessa;w;1
1;Louan;m;1
1;Manisa;w;1
1;Lounes;m;1
1;Maravilla-Maria;w;1
1;Luiz;m;1
1;Maren;w;1
1;Luka;m;1
1;Maria-Rosario;w;1
1;Lunik;m;1
1;Maribelle;w;1
1;Luniz;m;1
1;Marie-Franziska;w;1
1;Luvis;m;1
1;Marie-Sophie;w;1
1;Maddox-Lee;m;1
1;Mariella-Leny;w;1
1;Magnus;m;1
1;Mariem;w;1
1;Mahdi;m;1
1;Marilotta;w;1
1;Mailo;m;1
1;Marjam;w;1
1;Malek;m;1
1;Marleeni;w;1
1;Mamdouh;m;1
1;Martha;w;1
1;Marc;m;1
1;Maryam;w;1
1;Marcelo;m;1
1;Mathea;w;1
1;Mark;m;1
1;Matina;w;1
1;Marlon;m;1
1;Maxime;w;1
1;Marten;m;1
1;Mayla;w;1
1;Martin;m;1
1;Maylin;w;1
1;Martin-Coşkun;m;1
1;Melani;w;1
1;Marvin;m;1
1;Melanie;w;1
1;Mason;m;1
1;Melia;w;1
1;Matheo;m;1
1;Meliha;w;1
1;Mattes;m;1
1;Merya;w;1
1;Matthias;m;1
1;Meyra;w;1
1;Mckade;m;1
1;Mia-Jolie;w;1
1;Mckinley;m;1
1;Mia-Josephine;w;1
1;Medin;m;1
1;Mia-Mirembe;w;1
1;Mehmet-Efe;m;1
1;Mia-Sophie;w;1
1;Mehmetnur;m;1
1;Michelle;w;1
1;Mekseb;m;1
1;Midia;w;1
1;Meraz;m;1
1;Mihri;w;1
1;Micah;m;1
1;Mija;w;1
1;Michael;m;1
1;Milana;w;1
1;Mihai;m;1
1;Milina;w;1
1;Mik;m;1
1;Minu;w;1
1;Mikail;m;1
1;Mireya;w;1
1;Mikias;m;1
1;Mirna;w;1
1;Milan-Jayden;m;1
1;Mizzi;w;1
1;Milas;m;1
1;Muriel;w;1
1;Miran;m;1
1;Nadia;w;1
1;Mirza;m;1
1;Nalin;w;1
1;Mohammed-Ali;m;1
1;Naohmi;w;1
1;Muhamed;m;1
1;Naomi;w;1
1;Muhammad;m;1
1;Naseem;w;1
1;Muhammet;m;1
1;Nawal;w;1
1;Musa;m;1
1;Nefes-Semay;w;1
1;Musa-Yusuf;m;1
1;Nerdivan;w;1
1;Musab;m;1
1;Neslihan;w;1
1;Nadim;m;1
1;Neyla-Su;w;1
1;Naime;m;1
1;Nieke;w;1
1;Najimaddin;m;1
1;Nihal;w;1
1;Natan;m;1
1;Nil;w;1
1;Nathan;m;1
1;Nila;w;1
1;Nawab;m;1
1;Nina;w;1
1;Neji;m;1
1;Nour;w;1
1;Nevio;m;1
1;Noémi;w;1
1;Nikita;m;1
1;Nur;w;1
1;Nikolai;m;1
1;Oliwia;w;1
1;Nil;m;1
1;Olyana;w;1
1;Nils;m;1
1;Olympia;w;1
1;Nishan;m;1
1;Palina;w;1
1;Niuar;m;1
1;Pela;w;1
1;Noah-Hasan;m;1
1;Polly;w;1
1;Noah-Joel;m;1
1;Precious;w;1
1;Noar;m;1
1;Princes;w;1
1;Nuh;m;1
1;Rafeef;w;1
1;Nuri;m;1
1;Rahaf;w;1
1;Nuschan;m;1
1;Rahil;w;1
1;Omed;m;1
1;Raisa;w;1
1;Ouassim;m;1
1;Rana;w;1
1;Oumar;m;1
1;Raphaela;w;1
1;Oğulcan;m;1
1;Rebecca;w;1
1;Pars;m;1
1;Rebekka;w;1
1;Payan;m;1
1;Retal;w;1
1;Pedro;m;1
1;Rieke;w;1
1;Pepe;m;1
1;Rika;w;1
1;Philopatir;m;1
1;Rimas;w;1
1;Pierre;m;1
1;Rina;w;1
1;Piet;m;1
1;Rojbin;w;1
1;Pitt;m;1
1;Romi;w;1
1;Qlirim;m;1
1;Rosalie;w;1
1;Quinn;m;1
1;Rosan;w;1
1;Rafael;m;1
1;Roya;w;1
1;Rafet;m;1
1;Ruby;w;1
1;Raik;m;1
1;Ruhela;w;1
1;Rawan;m;1
1;Ruken;w;1
1;Rayen;m;1
1;Sabrija;w;1
1;Redouan;m;1
1;Saira;w;1
1;Rejjan;m;1
1;Samira;w;1
1;Remo;m;1
1;Selima;w;1
1;Riaan;m;1
1;Selin;w;1
1;Riccardo;m;1
1;Shahida;w;1
1;Rigon;m;1
1;Shantel;w;1
1;Rinor;m;1
1;Shirin;w;1
1;Riza;m;1
1;Sidrah;w;1
1;Robin;m;1
1;Sina;w;1
1;Rustam;m;1
1;Sindi;w;1
1;Salim;m;1
1;Smilla;w;1
1;Sami;m;1
1;Sofi;w;1
1;Sammy;m;1
1;Sofia-Maria;w;1
1;Samu;m;1
1;Stefania;w;1
1;Santino;m;1
1;Suheyla;w;1
1;Sanyar;m;1
1;Sumeyya;w;1
1;Savaş;m;1
1;Summer;w;1
1;Seid;m;1
1;Sunwhite;w;1
1;Selahattin;m;1
1;Suraya;w;1
1;Selim-Eser;m;1
1;Sylvia-Marie;w;1
1;Semin;m;1
1;Szofi;w;1
1;Semir;m;1
1;Tabea;w;1
1;Senad;m;1
1;Taja;w;1
1;Serhan;m;1
1;Talia;w;1
1;Severino;m;1
1;Tamina;w;1
1;Seyit;m;1
1;Tasnim;w;1
1;Seyyid;m;1
1;Tessa;w;1
1;Sibastian;m;1
1;Theresia;w;1
1;Sidar;m;1
1;Tianna;w;1
1;Silaf;m;1
1;Tina;w;1
1;Simon;m;1
1;Toni;w;1
1;Sinan;m;1
1;Türkan;w;1
1;Sıraç;m;1
1;Una;w;1
1;Soufjen;m;1
1;Vaiana;w;1
1;Steven-Jay;m;1
1;Valentina;w;1
1;Suleiman;m;1
1;Valeria;w;1
1;Szymon;m;1
1;Vera;w;1
1;Taim;m;1
1;Veronika;w;1
1;Tayfun;m;1
1;Victory;w;1
1;Taylan;m;1
1;Videl;w;1
1;Teejay;m;1
1;Viktoria-Maria;w;1
1;Teodor;m;1
1;Vincenza;w;1
1;Thiago;m;1
1;Violeta;w;1
1;Thijm;m;1
1;Wilma;w;1
1;Timo;m;1
1;Yara;w;1
1;Titus;m;1
1;Yasmin;w;1
1;Tiyam;m;1
1;Yvette;w;1
1;Treasure;m;1
1;Yvonne;w;1
1;Udai;m;1
1;Yüsra;w;1
1;Vadim;m;1
1;Zainab;w;1
1;Volkan;m;1
1;Zeinab;w;1
1;Walat;m;1
1;Zeynab;w;1
1;Wasim;m;1
1;Zoé;w;1
1;Welat;m;1
1;Zuriel;w;1
1;Willem;m;1
1;Zümra-Naciye;w;1
1;Willi;m;1
1;William;m;1
1;Xavi;m;1
1;Yahia;m;1
1;Yakub;m;1
1;Yanis;m;1
1;Yannis;m;1
1;Yaron;m;1
1;Yasin-Malik;m;1
1;Yassin;m;1
1;Yağız;m;1
1;Yousef;m;1
1;Yunus;m;1
1;Yuşa;m;1
1;Zorab;m;1
1;Üveys;m;1
